Слово,TF-IDF
негативный,0.0014861229946813083
предотвращение,0.0014861229946813083
актив,0.0014861229946813083
минимизация,0.0014861229946813083
влияние,0.0014861229946813083
нематериальный,0.0014861229946813083
жизненный,0.0014773495594822797
управление,0.0014773495594822797
трудный,0.0014773495594822797
трудоустроить,0.0014773495594822797
главное,0.0014773495594822797
орган,0.0014773495594822797
несовершеннолетний,0.0014773495594822797
свобода,0.0014773495594822797
ученический,0.0014773495594822797
лишение,0.0014773495594822797
наставник,0.0014773495594822797
возраст,0.0014773495594822797
регламент,0.0014683269809122525
ограничить,0.0014683269809122525
фармацевтический,0.0014683269809122525
стандартизация,0.0014683269809122525
отсутствовать,0.0014683269809122525
рассматриваться,0.0014683269809122525
агропромышленный,0.00144726759548805
привлечение,0.00144726759548805
первичный,0.00144726759548805
сельскохозтоваропроизводитель,0.00144726759548805
неприоритетный,0.00144726759548805
лечебный,0.00144726759548805
кооператив,0.00144726759548805
зерновой,0.001446959795569031
урожай,0.001446959795569031
осуществляться,0.001446959795569031
обследование,0.001446959795569031
минеральный,0.001446959795569031
скот,0.001446959795569031
удобрение,0.001446959795569031
улучшение,0.001446959795569031
интерес,0.001446959795569031
рогатый,0.001446959795569031
почва,0.001446959795569031
импорт,0.001446959795569031
спк,0.001446959795569031
плодородие,0.001446959795569031
агрохимический,0.001446959795569031
гибель,0.001446959795569031
сельхозстрахованиес,0.001446959795569031
воспроизводство,0.001446959795569031
сельхозназначение,0.001446959795569031
тонна,0.001446959795569031
утрата,0.001446959795569031
аудит,0.0014414344154912305
тренинг,0.0014414344154912305
разрабатывать,0.0014414344154912305
технико,0.0014414344154912305
отправление,0.001391207907508069
экспозиция,0.001391207907508069
застройка,0.001391207907508069
коллективный,0.001391207907508069
стенд,0.001391207907508069
доставка,0.001391207907508069
водный,0.001391207907508069
задолженность,0.0013631505437791027
электрическойсвязь,0.0013631505437791027
порядок,0.0013631505437791027
отчуждение,0.0013631505437791027
неустойка,0.0013631505437791027
офис,0.0013631505437791027
движимый,0.0013631505437791027
непрерывный,0.0013631505437791027
установленный,0.0013631505437791027
смп,0.0013631505437791027
нахождение,0.0013631505437791027
скотоводство,0.0013523182344597458
птицеводство,0.0013523182344597458
рыбный,0.0013523182344597458
рыба,0.0013523182344597458
порода,0.0013523182344597458
кластер,0.001292447414230824
передавать,0.001292447414230824
кожа,0.001292447414230824
тко,0.001292447414230824
текстильный,0.001292447414230824
конкурентный,0.001292447414230824
денежный,0.001292447414230824
обращение,0.001292447414230824
эффективный,0.001292447414230824
осуществить,0.001292447414230824
одежда,0.001292447414230824
безвозмездно,0.001292447414230824
телекоммуникация,0.001292447414230824
административно,0.001276302906424497
перерабатывающий,0.001276302906424497
платёж,0.001276302906424497
логистический,0.001276302906424497
стабилизация,0.001276302906424497
спорт,0.001276302906424497
сопутствовать,0.001276302906424497
городской,0.001276302906424497
предусматривать,0.001276302906424497
игорный,0.001276302906424497
алкогольный,0.001276302906424497
пригородный,0.001276302906424497
жидкий,0.001276302906424497
регуляторный,0.001276302906424497
уплатить,0.001276302906424497
аэровокзал,0.001276302906424497
экология,0.001276302906424497
оптовый,0.001276302906424497
деловой,0.001276302906424497
многоквартирный,0.001276302906424497
терминал,0.001276302906424497
табачный,0.001276302906424497
федерация,0.001276302906424497
поощрение,0.001276302906424497
нефть,0.001276302906424497
поднадзорный,0.001276302906424497
сырой,0.001276302906424497
достижение,0.0012651498499776175
рефинансирование,0.0012651498499776175
туда,0.0012651498499776175
исполнить,0.0012651498499776175
быть,0.0012651498499776175
обязательство,0.0012651498499776175
отсрочка,0.0012651498499776175
зонтичный,0.0012651498499776175
критический,0.0012651498499776175
способствовать,0.0012651498499776175
отнести,0.0012651498499776175
возвратный,0.0012651498499776175
вводить,0.0012636769978881135
баланс,0.0012636769978881135
госгарантия,0.0012636769978881135
энергоэффективность,0.0012636769978881135
вновь,0.0012636769978881135
телекоммуникационный,0.0012636769978881135
зачисление,0.0012636769978881135
почтовый,0.0012636769978881135
переход,0.0012590553843957136
момент,0.0012590553843957136
вне,0.0012590553843957136
осудить,0.0012590553843957136
ранее,0.0012590553843957136
стоянка,0.0012590553843957136
спортивный,0.0012590553843957136
рефинанопытно,0.0012558461212559512
рефинанпо,0.0012558461212559512
внедренческий,0.0012558461212559512
рефинангосударственный,0.0012558461212559512
робот,0.0012558461212559512
робототехнический,0.0012558461212559512
класс,0.0012558461212559512
рефинандеятельность,0.0012558461212559512
рефинанобъект,0.0012558461212559512
устройство,0.0012558461212559512
оборонный,0.0012558461212559512
монтаж,0.0012558461212559512
научно,0.0012558461212559512
рефинанприобретение,0.0012558461212559512
приобретать,0.001211236040355065
учитываться,0.001211236040355065
операция,0.001211236040355065
компаниямс,0.001211236040355065
дизайн,0.001211236040355065
лицензионный,0.001211236040355065
сублицензионный,0.001211236040355065
создавать,0.001211236040355065
правообладатель,0.001211236040355065
пак,0.001211236040355065
тарифысничь,0.001211236040355065
снижениестраховыхвзнос,0.001211236040355065
компонентный,0.001211236040355065
передача,0.001211236040355065
внедрять,0.001211236040355065
проектирование,0.001211236040355065
радиоэлектронный,0.001211236040355065
понизить,0.001211236040355065
фнс,0.0012022511065149881
налогоплательщик,0.0012022511065149881
бесплатно,0.0012022511065149881
заявление,0.0012022511065149881
удостоверять,0.0012022511065149881
госрегистрация,0.0012022511065149881
определить,0.0012022511065149881
ограничение,0.0012022511065149881
автоматический,0.0012022511065149881
яндекс,0.0012022511065149881
кэп,0.0012022511065149881
возможно,0.0012022511065149881
содержаться,0.0012022511065149881
ооо,0.0012022511065149881
прозрачный,0.0012022511065149881
внести,0.0012022511065149881
внесение,0.0012022511065149881
кабинет,0.0012022511065149881
получать,0.0012022511065149881
егрипа,0.0012022511065149881
реклама,0.0012022511065149881
роботехника,0.0011942289918138948
паспорт,0.0011942289918138948
предъявление,0.0011942289918138948
экспресс,0.0011942289918138948
наразвитие,0.0011942289918138948
инженернотехнический,0.0011745561291180173
лизинговый,0.0011745561291180173
увеличить,0.0011745561291180173
мфо,0.0011745561291180173
хранение,0.0011745561291180173
наиболее,0.0011745561291180173
архитектура,0.0011745561291180173
самозанятый,0.0011745561291180173
испытание,0.0011745561291180173
пск,0.0011745561291180173
устанавливать,0.0011745561291180173
застройщик,0.0011745561291180173
предельный,0.001023226057276232
поставить,0.001023226057276232
требование,0.001023226057276232
окончание,0.000988340177197338
гос,0.000988340177197338
состояние,0.000988340177197338
выше,0.000988340177197338
неудовлетворительный,0.000988340177197338
погашение,0.000988340177197338
вложить,0.000988340177197338
документально,0.000988340177197338
подтвердить,0.000988340177197338
полный,0.000988340177197338
ход,0.0009210293780677501
модернизированный,0.0009210293780677501
освоение,0.0009210293780677501
реконструировать,0.0009210293780677501
предусмотреть,0.0009210293780677501
инвестконтракт,0.0009210293780677501
